review_id,order_id,date,product,sku,region,rating,review_text
500042,100081,2026-04-01,Merino Wool Loafer,MWL-001,West,5,Perfect fit and very breathable material.
500043,100187,2026-07-26,Cork Sandal,CRK-004,North,5,"Great quality, super comfortable for daily wear."
500044,100590,2026-04-23,Canvas Slip-On,CNV-006,South,5,"Great everyday shoe, gets compliments all the time."
500045,101324,2026-07-31,Merino Wool Loafer,MWL-001,North,5,Perfect fit and very breathable material.
500046,100935,2026-02-19,Merino Wool Loafer,MWL-001,East,5,"Absolutely love these, will buy another pair!"
500047,100711,2026-07-25,Merino Wool Loafer,MWL-001,South,1,"Ordered my usual size but it's way too tight, returning it."
500048,100610,2026-06-18,Merino Wool Loafer,MWL-001,West,4,"Great quality, super comfortable for daily wear."
500049,101399,2026-04-02,Cork Sandal,CRK-004,East,5,"Absolutely love these, will buy another pair!"
500050,101256,2026-04-11,Cork Sandal,CRK-004,East,5,"Exactly as described, fast shipping too."
500051,100359,2026-04-11,Merino Wool Loafer,MWL-001,West,4,Perfect fit and very breathable material.
500052,100851,2026-02-28,Recycled PET Runner,RPR-003,East,2,Order tracking showed no movement for over a week.
500053,100511,2026-04-01,Recycled PET Runner,RPR-003,West,5,"Great everyday shoe, gets compliments all the time."
500054,100368,2026-04-02,Merino Wool Loafer,MWL-001,South,4,"Worth every rupee, best purchase this year."
500055,101266,2026-06-13,Recycled PET Runner,RPR-003,East,4,"Worth every rupee, best purchase this year."
500056,100885,2026-03-24,Canvas Slip-On,CNV-006,North,5,"Great quality, super comfortable for daily wear."
500057,100938,2026-03-27,Hemp Espadrille,HMP-005,South,5,"Loved the material, feels premium and sustainable."
500058,100788,2026-03-20,Canvas Slip-On,CNV-006,South,4,"Great everyday shoe, gets compliments all the time."
500059,100376,2026-06-03,Canvas Slip-On,CNV-006,South,5,"Great quality, super comfortable for daily wear."
500060,101165,2026-05-19,Merino Wool Loafer,MWL-001,South,5,"Comfortable right out of the box, no break-in needed."
500061,100196,2026-07-31,Cork Sandal,CRK-004,West,4,"A bit pricey for what you get, but decent quality."
500062,100806,2026-04-23,Hemp Espadrille,HMP-005,East,3,Color faded slightly after a few washes.
500063,100090,2026-05-18,Bamboo Fiber Sneaker,BFS-002,West,3,"Really slow delivery this time, not the usual experience."
500064,100491,2026-06-30,Bamboo Fiber Sneaker,BFS-002,West,4,"Absolutely love these, will buy another pair!"
500065,100324,2026-05-21,Canvas Slip-On,CNV-006,South,4,"Exactly as described, fast shipping too."
500066,100561,2026-03-26,Bamboo Fiber Sneaker,BFS-002,West,5,"Great quality, super comfortable for daily wear."
500067,101287,2026-04-17,Hemp Espadrille,HMP-005,West,3,"Worth every rupee, best purchase this year."
500068,101102,2026-03-22,Merino Wool Loafer,MWL-001,East,5,"Great everyday shoe, gets compliments all the time."
500069,100598,2026-04-22,Bamboo Fiber Sneaker,BFS-002,West,2,"Package was delayed multiple times, courier kept rescheduling."
500070,100137,2026-06-23,Bamboo Fiber Sneaker,BFS-002,West,4,"Great everyday shoe, gets compliments all the time."
500071,100445,2026-07-07,Hemp Espadrille,HMP-005,West,5,"A bit pricey for what you get, but decent quality."
500072,101011,2026-06-20,Hemp Espadrille,HMP-005,North,4,"Great quality, super comfortable for daily wear."
500073,100843,2026-06-27,Canvas Slip-On,CNV-006,South,3,"Loved the material, feels premium and sustainable."
500074,101133,2026-07-20,Recycled PET Runner,RPR-003,East,4,Perfect fit and very breathable material.
500075,100249,2026-04-27,Bamboo Fiber Sneaker,BFS-002,South,4,"A bit pricey for what you get, but decent quality."
500076,100756,2026-05-17,Recycled PET Runner,RPR-003,West,3,"Great quality, super comfortable for daily wear."
500077,100157,2026-07-18,Recycled PET Runner,RPR-003,East,5,"Great everyday shoe, gets compliments all the time."
500078,100216,2026-05-01,Merino Wool Loafer,MWL-001,South,4,"A bit pricey for what you get, but decent quality."
500079,101034,2026-07-19,Hemp Espadrille,HMP-005,North,5,"Exactly as described, fast shipping too."
500080,100668,2026-07-31,Canvas Slip-On,CNV-006,West,5,"Absolutely love these, will buy another pair!"
500081,100840,2026-03-29,Cork Sandal,CRK-004,South,5,"Great everyday shoe, gets compliments all the time."
500082,100924,2026-02-11,Canvas Slip-On,CNV-006,South,4,"Absolutely love these, will buy another pair!"
500083,100338,2026-04-17,Recycled PET Runner,RPR-003,East,5,"Great quality, super comfortable for daily wear."
500084,100518,2026-05-30,Hemp Espadrille,HMP-005,North,5,Perfect fit and very breathable material.
500085,100425,2026-07-31,Bamboo Fiber Sneaker,BFS-002,South,5,"Comfortable right out of the box, no break-in needed."
500086,101037,2026-06-17,Bamboo Fiber Sneaker,BFS-002,West,4,"Great everyday shoe, gets compliments all the time."
500087,100092,2026-06-08,Cork Sandal,CRK-004,South,3,Color faded slightly after a few washes.
500088,100947,2026-05-17,Merino Wool Loafer,MWL-001,North,5,"Loved the material, feels premium and sustainable."
500089,100055,2026-02-12,Recycled PET Runner,RPR-003,North,4,"Great everyday shoe, gets compliments all the time."
500090,100150,2026-02-13,Recycled PET Runner,RPR-003,East,5,"Exactly as described, fast shipping too."
500091,101309,2026-03-06,Recycled PET Runner,RPR-003,West,5,"A bit pricey for what you get, but decent quality."
500092,100946,2026-02-24,Recycled PET Runner,RPR-003,West,5,"Exactly as described, fast shipping too."
500093,100781,2026-03-15,Cork Sandal,CRK-004,South,4,Perfect fit and very breathable material.
500094,100704,2026-07-19,Merino Wool Loafer,MWL-001,West,4,Sole started wearing out after a couple months.
500095,101369,2026-02-22,Bamboo Fiber Sneaker,BFS-002,West,4,"Comfortable right out of the box, no break-in needed."
500096,100399,2026-05-19,Merino Wool Loafer,MWL-001,North,5,"Exactly as described, fast shipping too."
500097,100813,2026-03-25,Merino Wool Loafer,MWL-001,West,4,"Worth every rupee, best purchase this year."
500098,100078,2026-02-14,Bamboo Fiber Sneaker,BFS-002,South,4,"Great quality, super comfortable for daily wear."
500099,100022,2026-04-17,Cork Sandal,CRK-004,North,5,Perfect fit and very breathable material.
500100,100514,2026-06-26,Merino Wool Loafer,MWL-001,South,3,"Package was delayed multiple times, courier kept rescheduling."
500101,100235,2026-06-14,Canvas Slip-On,CNV-006,North,4,"Exactly as described, fast shipping too."
500102,100280,2026-07-01,Recycled PET Runner,RPR-003,West,4,Stitching came a little loose after light use.
500103,100670,2026-03-26,Bamboo Fiber Sneaker,BFS-002,East,4,"Exactly as described, fast shipping too."
500104,100951,2026-04-05,Cork Sandal,CRK-004,West,5,"Exactly as described, fast shipping too."
500105,100993,2026-04-25,Cork Sandal,CRK-004,North,3,"Really slow delivery this time, not the usual experience."
500106,100945,2026-07-02,Canvas Slip-On,CNV-006,East,5,"Comfortable right out of the box, no break-in needed."
500107,100140,2026-04-20,Canvas Slip-On,CNV-006,West,4,"Great quality, super comfortable for daily wear."
500108,100170,2026-04-08,Bamboo Fiber Sneaker,BFS-002,East,4,"Very comfortable, perfect for long walks."
500109,101124,2026-05-22,Hemp Espadrille,HMP-005,South,3,Order tracking showed no movement for over a week.
500110,100497,2026-05-01,Canvas Slip-On,CNV-006,North,4,"Comfortable right out of the box, no break-in needed."
500111,100897,2026-03-31,Hemp Espadrille,HMP-005,North,5,"Absolutely love these, will buy another pair!"
500112,100288,2026-05-08,Canvas Slip-On,CNV-006,South,3,"Good value for the price, would buy again."
500113,100965,2026-05-29,Hemp Espadrille,HMP-005,East,2,"Delivery took almost 3 weeks, way longer than promised."
500114,100572,2026-06-27,Hemp Espadrille,HMP-005,South,5,"Absolutely love these, will buy another pair!"
500115,100331,2026-05-20,Hemp Espadrille,HMP-005,West,4,Sole started wearing out after a couple months.
500116,100350,2026-07-30,Canvas Slip-On,CNV-006,East,4,"Worth every rupee, best purchase this year."
500117,100037,2026-06-03,Bamboo Fiber Sneaker,BFS-002,East,5,"Exactly as described, fast shipping too."
500118,101244,2026-05-27,Bamboo Fiber Sneaker,BFS-002,West,3,"Worth every rupee, best purchase this year."
500119,100206,2026-03-09,Hemp Espadrille,HMP-005,East,4,"Great everyday shoe, gets compliments all the time."
500120,100363,2026-02-27,Cork Sandal,CRK-004,West,5,"Worth every rupee, best purchase this year."
500121,100603,2026-05-30,Recycled PET Runner,RPR-003,East,5,"Great quality, super comfortable for daily wear."
500122,100255,2026-05-18,Recycled PET Runner,RPR-003,South,5,"Good value for the price, would buy again."
500123,101095,2026-04-01,Bamboo Fiber Sneaker,BFS-002,South,4,"Loved the material, feels premium and sustainable."
500124,101352,2026-07-19,Bamboo Fiber Sneaker,BFS-002,South,5,"Comfortable right out of the box, no break-in needed."
500125,100345,2026-03-29,Recycled PET Runner,RPR-003,South,2,"Really slow delivery this time, not the usual experience."
500126,100159,2026-04-09,Bamboo Fiber Sneaker,BFS-002,East,5,"Great quality, super comfortable for daily wear."
500127,100023,2026-07-21,Canvas Slip-On,CNV-006,East,4,Perfect fit and very breathable material.
500128,100560,2026-05-02,Recycled PET Runner,RPR-003,North,4,"Comfortable right out of the box, no break-in needed."
500129,100315,2026-06-14,Hemp Espadrille,HMP-005,West,3,Color faded slightly after a few washes.
500130,100903,2026-06-27,Recycled PET Runner,RPR-003,North,4,"Great everyday shoe, gets compliments all the time."
500131,100734,2026-05-12,Merino Wool Loafer,MWL-001,South,2,Shipment got stuck in transit for days before arriving.
500132,100365,2026-04-21,Merino Wool Loafer,MWL-001,North,4,Perfect fit and very breathable material.
500133,100444,2026-07-31,Merino Wool Loafer,MWL-001,East,5,"A bit pricey for what you get, but decent quality."
500134,100071,2026-07-30,Recycled PET Runner,RPR-003,East,4,"Loved the material, feels premium and sustainable."
500135,101091,2026-06-05,Canvas Slip-On,CNV-006,West,4,Perfect fit and very breathable material.
500136,100443,2026-06-21,Merino Wool Loafer,MWL-001,North,2,"Delivery took almost 3 weeks, way longer than promised."
500137,100906,2026-04-26,Cork Sandal,CRK-004,East,2,Order tracking showed no movement for over a week.
500138,100098,2026-07-29,Bamboo Fiber Sneaker,BFS-002,North,3,"Great quality, super comfortable for daily wear."
500139,101071,2026-04-26,Canvas Slip-On,CNV-006,North,3,Sole started wearing out after a couple months.
500140,100211,2026-07-01,Recycled PET Runner,RPR-003,East,5,"Loved the material, feels premium and sustainable."
500141,100800,2026-06-03,Bamboo Fiber Sneaker,BFS-002,North,3,Order tracking showed no movement for over a week.
500142,100632,2026-04-16,Canvas Slip-On,CNV-006,North,5,"Absolutely love these, will buy another pair!"
500143,100910,2026-07-15,Bamboo Fiber Sneaker,BFS-002,East,3,"Great quality, super comfortable for daily wear."
500144,100108,2026-04-26,Hemp Espadrille,HMP-005,East,4,"Great everyday shoe, gets compliments all the time."
500145,101226,2026-06-16,Recycled PET Runner,RPR-003,South,3,"Good value for the price, would buy again."
500146,100010,2026-04-03,Recycled PET Runner,RPR-003,North,3,"A bit pricey for what you get, but decent quality."
500147,100100,2026-06-08,Merino Wool Loafer,MWL-001,South,5,"Great everyday shoe, gets compliments all the time."
500148,100773,2026-04-04,Recycled PET Runner,RPR-003,West,5,"Great quality, super comfortable for daily wear."
500149,101374,2026-03-27,Hemp Espadrille,HMP-005,North,4,"A bit pricey for what you get, but decent quality."
500150,100512,2026-06-23,Merino Wool Loafer,MWL-001,South,3,"A bit pricey for what you get, but decent quality."
500151,100768,2026-04-15,Canvas Slip-On,CNV-006,South,5,"Exactly as described, fast shipping too."
500152,100489,2026-06-10,Merino Wool Loafer,MWL-001,South,4,"Absolutely love these, will buy another pair!"
500153,100410,2026-03-05,Bamboo Fiber Sneaker,BFS-002,West,5,Perfect fit and very breathable material.
500154,100188,2026-05-04,Merino Wool Loafer,MWL-001,North,4,Color faded slightly after a few washes.
500155,100033,2026-04-08,Hemp Espadrille,HMP-005,West,4,"Worth every rupee, best purchase this year."
500156,100864,2026-07-14,Recycled PET Runner,RPR-003,East,2,Order tracking showed no movement for over a week.
500157,100058,2026-03-11,Bamboo Fiber Sneaker,BFS-002,West,4,"Worth every rupee, best purchase this year."
500158,100030,2026-07-07,Recycled PET Runner,RPR-003,North,2,"Delivery took almost 3 weeks, way longer than promised."
500159,100691,2026-07-20,Canvas Slip-On,CNV-006,West,3,"Package was delayed multiple times, courier kept rescheduling."
500160,100394,2026-02-09,Cork Sandal,CRK-004,North,5,"Great quality, super comfortable for daily wear."
500161,100130,2026-07-29,Cork Sandal,CRK-004,North,5,Perfect fit and very breathable material.
500162,100452,2026-03-28,Cork Sandal,CRK-004,South,4,"Great everyday shoe, gets compliments all the time."
500163,100198,2026-05-13,Canvas Slip-On,CNV-006,East,3,Order tracking showed no movement for over a week.
500164,100344,2026-07-25,Canvas Slip-On,CNV-006,West,5,"Great quality, super comfortable for daily wear."
500165,100343,2026-04-22,Hemp Espadrille,HMP-005,West,2,Order tracking showed no movement for over a week.
500166,100091,2026-02-14,Cork Sandal,CRK-004,West,4,"Good value for the price, would buy again."
500167,100852,2026-06-14,Merino Wool Loafer,MWL-001,East,5,"Exactly as described, fast shipping too."
500168,101050,2026-04-23,Cork Sandal,CRK-004,West,5,"Comfortable right out of the box, no break-in needed."
500169,100221,2026-03-05,Cork Sandal,CRK-004,East,3,Stitching came a little loose after light use.
500170,101298,2026-05-14,Merino Wool Loafer,MWL-001,West,4,"Absolutely love these, will buy another pair!"
500171,100661,2026-05-13,Bamboo Fiber Sneaker,BFS-002,North,4,Perfect fit and very breathable material.
500172,101152,2026-04-26,Hemp Espadrille,HMP-005,North,5,"Great everyday shoe, gets compliments all the time."
500173,100389,2026-06-02,Canvas Slip-On,CNV-006,West,5,"Comfortable right out of the box, no break-in needed."
500174,101316,2026-07-26,Hemp Espadrille,HMP-005,East,4,"Loved the material, feels premium and sustainable."
500175,101110,2026-05-20,Hemp Espadrille,HMP-005,North,3,"Great quality, super comfortable for daily wear."
500176,100810,2026-04-09,Canvas Slip-On,CNV-006,North,4,Color faded slightly after a few washes.
500177,100877,2026-03-20,Cork Sandal,CRK-004,West,5,"Absolutely love these, will buy another pair!"
500178,100248,2026-07-18,Bamboo Fiber Sneaker,BFS-002,West,5,"Loved the material, feels premium and sustainable."
500179,100476,2026-07-22,Recycled PET Runner,RPR-003,North,4,"Great everyday shoe, gets compliments all the time."
500180,100438,2026-07-19,Merino Wool Loafer,MWL-001,East,2,"Runs really small, had to return and reorder a size up."
500181,100217,2026-03-11,Recycled PET Runner,RPR-003,East,5,"Comfortable right out of the box, no break-in needed."
500182,100731,2026-04-01,Recycled PET Runner,RPR-003,North,4,Color faded slightly after a few washes.
500183,100663,2026-03-17,Cork Sandal,CRK-004,South,5,"Great everyday shoe, gets compliments all the time."
500184,100356,2026-07-31,Cork Sandal,CRK-004,North,3,Sole started wearing out after a couple months.
500185,100031,2026-02-13,Bamboo Fiber Sneaker,BFS-002,North,4,"Great quality, super comfortable for daily wear."
500186,100824,2026-06-04,Canvas Slip-On,CNV-006,East,2,Shipment got stuck in transit for days before arriving.
500187,100648,2026-04-04,Cork Sandal,CRK-004,West,5,Perfect fit and very breathable material.
500188,100025,2026-04-12,Recycled PET Runner,RPR-003,East,4,Sole started wearing out after a couple months.
500189,100798,2026-07-07,Canvas Slip-On,CNV-006,South,5,"Comfortable right out of the box, no break-in needed."
500190,100436,2026-05-04,Bamboo Fiber Sneaker,BFS-002,West,5,"Comfortable right out of the box, no break-in needed."
500191,101376,2026-06-12,Hemp Espadrille,HMP-005,West,4,"Absolutely love these, will buy another pair!"
500192,100451,2026-07-17,Recycled PET Runner,RPR-003,West,5,"Great quality, super comfortable for daily wear."
500193,100136,2026-07-31,Canvas Slip-On,CNV-006,North,3,"Really slow delivery this time, not the usual experience."
500194,100571,2026-03-01,Canvas Slip-On,CNV-006,North,4,Stitching came a little loose after light use.
500195,101325,2026-07-21,Cork Sandal,CRK-004,North,5,"Great everyday shoe, gets compliments all the time."
500196,101338,2026-06-15,Merino Wool Loafer,MWL-001,West,4,"Absolutely love these, will buy another pair!"
500197,100138,2026-07-16,Hemp Espadrille,HMP-005,West,5,"Loved the material, feels premium and sustainable."
500198,100448,2026-06-13,Recycled PET Runner,RPR-003,South,5,"Comfortable right out of the box, no break-in needed."
500199,101400,2026-05-09,Cork Sandal,CRK-004,North,4,"Exactly as described, fast shipping too."
500200,100618,2026-06-15,Merino Wool Loafer,MWL-001,West,5,"Comfortable right out of the box, no break-in needed."
500201,101024,2026-05-30,Recycled PET Runner,RPR-003,North,5,"Absolutely love these, will buy another pair!"
500202,100209,2026-03-01,Canvas Slip-On,CNV-006,West,5,"Loved the material, feels premium and sustainable."
500203,101395,2026-04-28,Bamboo Fiber Sneaker,BFS-002,South,5,"Absolutely love these, will buy another pair!"
500204,101364,2026-05-26,Bamboo Fiber Sneaker,BFS-002,East,4,"Good value for the price, would buy again."
500205,100352,2026-05-28,Hemp Espadrille,HMP-005,East,5,"Loved the material, feels premium and sustainable."
500206,100516,2026-07-31,Hemp Espadrille,HMP-005,West,5,"Worth every rupee, best purchase this year."
500207,100195,2026-07-18,Recycled PET Runner,RPR-003,West,5,"Great quality, super comfortable for daily wear."
500208,100665,2026-03-27,Canvas Slip-On,CNV-006,South,4,"Loved the material, feels premium and sustainable."
500209,100796,2026-06-17,Bamboo Fiber Sneaker,BFS-002,South,4,"Exactly as described, fast shipping too."
500210,100273,2026-06-19,Cork Sandal,CRK-004,East,5,"Great quality, super comfortable for daily wear."
500211,100681,2026-03-23,Hemp Espadrille,HMP-005,South,5,"A bit pricey for what you get, but decent quality."
500212,100360,2026-05-05,Merino Wool Loafer,MWL-001,West,5,"Worth every rupee, best purchase this year."
500213,100652,2026-05-09,Cork Sandal,CRK-004,East,3,"Package was delayed multiple times, courier kept rescheduling."
500214,100988,2026-06-25,Cork Sandal,CRK-004,South,3,Order tracking showed no movement for over a week.
500215,100139,2026-05-01,Cork Sandal,CRK-004,East,3,Stitching came a little loose after light use.
500216,100687,2026-06-17,Recycled PET Runner,RPR-003,West,5,"Comfortable right out of the box, no break-in needed."
500217,101284,2026-06-08,Bamboo Fiber Sneaker,BFS-002,East,5,"Comfortable right out of the box, no break-in needed."
500218,100920,2026-03-18,Hemp Espadrille,HMP-005,East,3,"A bit pricey for what you get, but decent quality."
500219,100784,2026-07-16,Recycled PET Runner,RPR-003,West,2,Order tracking showed no movement for over a week.
500220,101047,2026-05-28,Cork Sandal,CRK-004,West,4,"Great everyday shoe, gets compliments all the time."
500221,100477,2026-02-20,Canvas Slip-On,CNV-006,South,5,"Great everyday shoe, gets compliments all the time."
500222,101032,2026-04-01,Cork Sandal,CRK-004,South,4,"Absolutely love these, will buy another pair!"
500223,100028,2026-04-05,Hemp Espadrille,HMP-005,West,5,Perfect fit and very breathable material.
500224,101360,2026-06-06,Bamboo Fiber Sneaker,BFS-002,North,3,"Loved the material, feels premium and sustainable."
500225,100044,2026-05-26,Merino Wool Loafer,MWL-001,South,5,"Great everyday shoe, gets compliments all the time."
500226,101279,2026-04-11,Hemp Espadrille,HMP-005,East,5,"Exactly as described, fast shipping too."
500227,100633,2026-02-17,Recycled PET Runner,RPR-003,West,5,"Exactly as described, fast shipping too."
500228,100485,2026-03-11,Merino Wool Loafer,MWL-001,South,5,"Great quality, super comfortable for daily wear."
500229,100878,2026-04-12,Canvas Slip-On,CNV-006,East,4,"Great quality, super comfortable for daily wear."
500230,100499,2026-07-31,Merino Wool Loafer,MWL-001,East,4,"Loved the material, feels premium and sustainable."
500231,100163,2026-06-18,Cork Sandal,CRK-004,South,4,"Loved the material, feels premium and sustainable."
500232,100123,2026-07-04,Cork Sandal,CRK-004,North,5,"Exactly as described, fast shipping too."
500233,100282,2026-07-20,Cork Sandal,CRK-004,East,5,"Loved the material, feels premium and sustainable."
500234,101250,2026-06-07,Hemp Espadrille,HMP-005,East,5,Perfect fit and very breathable material.
500235,101022,2026-03-21,Merino Wool Loafer,MWL-001,North,5,"Loved the material, feels premium and sustainable."
500236,100608,2026-05-10,Cork Sandal,CRK-004,East,4,"Great quality, super comfortable for daily wear."
500237,101252,2026-07-13,Canvas Slip-On,CNV-006,East,3,"Package was delayed multiple times, courier kept rescheduling."
500238,100311,2026-05-22,Recycled PET Runner,RPR-003,East,5,"Great everyday shoe, gets compliments all the time."
500239,100770,2026-07-17,Canvas Slip-On,CNV-006,West,5,"Great quality, super comfortable for daily wear."
500240,100419,2026-07-06,Bamboo Fiber Sneaker,BFS-002,West,5,"Absolutely love these, will buy another pair!"
500241,101303,2026-02-26,Canvas Slip-On,CNV-006,West,5,"A bit pricey for what you get, but decent quality."
500242,100488,2026-06-18,Recycled PET Runner,RPR-003,South,5,"Absolutely love these, will buy another pair!"
500243,100909,2026-05-24,Cork Sandal,CRK-004,West,5,"Loved the material, feels premium and sustainable."
500244,101365,2026-02-16,Recycled PET Runner,RPR-003,North,3,"A bit pricey for what you get, but decent quality."
500245,100275,2026-04-25,Canvas Slip-On,CNV-006,East,3,"Really slow delivery this time, not the usual experience."
500246,100570,2026-04-05,Cork Sandal,CRK-004,East,3,"Great quality, super comfortable for daily wear."
500247,100651,2026-07-08,Merino Wool Loafer,MWL-001,North,2,"Runs really small, had to return and reorder a size up."
500248,100082,2026-07-02,Cork Sandal,CRK-004,North,2,Shipment got stuck in transit for days before arriving.
500249,101067,2026-04-02,Canvas Slip-On,CNV-006,North,3,"A bit pricey for what you get, but decent quality."
500250,100850,2026-04-12,Bamboo Fiber Sneaker,BFS-002,South,4,"Good value for the price, would buy again."
500251,100591,2026-07-31,Canvas Slip-On,CNV-006,North,5,"Great everyday shoe, gets compliments all the time."
500252,100049,2026-05-10,Recycled PET Runner,RPR-003,South,4,"Great quality, super comfortable for daily wear."
500253,100470,2026-07-21,Merino Wool Loafer,MWL-001,West,2,"Would recommend sizing up, these run at least half a size small."
500254,100679,2026-03-14,Recycled PET Runner,RPR-003,West,3,"Very comfortable, perfect for long walks."
500255,100702,2026-05-20,Recycled PET Runner,RPR-003,South,3,"Very comfortable, perfect for long walks."
500256,101291,2026-03-10,Cork Sandal,CRK-004,North,4,Color faded slightly after a few washes.
500257,101388,2026-07-01,Cork Sandal,CRK-004,West,4,Perfect fit and very breathable material.
500258,101105,2026-07-20,Merino Wool Loafer,MWL-001,South,5,"Great quality, super comfortable for daily wear."
500259,100111,2026-06-29,Recycled PET Runner,RPR-003,East,5,"Absolutely love these, will buy another pair!"
500260,100509,2026-04-25,Cork Sandal,CRK-004,East,3,Color faded slightly after a few washes.
500261,100456,2026-06-23,Canvas Slip-On,CNV-006,West,5,"Comfortable right out of the box, no break-in needed."
500262,100782,2026-07-22,Cork Sandal,CRK-004,South,3,Shipment got stuck in transit for days before arriving.
500263,101068,2026-02-25,Bamboo Fiber Sneaker,BFS-002,East,5,"Comfortable right out of the box, no break-in needed."
500264,100659,2026-06-19,Canvas Slip-On,CNV-006,South,4,"Good value for the price, would buy again."
500265,101342,2026-02-10,Merino Wool Loafer,MWL-001,North,5,"Great everyday shoe, gets compliments all the time."
500266,101264,2026-03-15,Cork Sandal,CRK-004,North,4,Color faded slightly after a few washes.
500267,100013,2026-04-19,Cork Sandal,CRK-004,West,5,"Great everyday shoe, gets compliments all the time."
500268,100133,2026-06-01,Canvas Slip-On,CNV-006,East,5,"Loved the material, feels premium and sustainable."
500269,101007,2026-07-11,Cork Sandal,CRK-004,South,4,"Good value for the price, would buy again."
500270,100144,2026-04-22,Hemp Espadrille,HMP-005,South,4,"Exactly as described, fast shipping too."
500271,100395,2026-03-28,Hemp Espadrille,HMP-005,West,5,"Great everyday shoe, gets compliments all the time."
500272,100107,2026-07-20,Canvas Slip-On,CNV-006,East,5,"Great everyday shoe, gets compliments all the time."
500273,100290,2026-07-18,Cork Sandal,CRK-004,South,3,"A bit pricey for what you get, but decent quality."
