order_id,date,product,sku,region,quantity,price,returned,return_reason
100106,2026-03-12,Recycled PET Runner,RPR-003,West,2,1763.21,False,
100107,2026-07-08,Canvas Slip-On,CNV-006,East,2,2196.31,False,
100108,2026-04-24,Hemp Espadrille,HMP-005,East,1,2745.1,False,
100109,2026-05-30,Cork Sandal,CRK-004,South,2,2003.59,False,
100110,2026-06-05,Recycled PET Runner,RPR-003,South,1,2031.24,False,
100111,2026-06-23,Recycled PET Runner,RPR-003,East,1,2273.94,False,
100112,2026-06-06,Bamboo Fiber Sneaker,BFS-002,West,1,2534.91,False,
100113,2026-02-05,Cork Sandal,CRK-004,West,1,1940.35,False,
100114,2026-07-20,Bamboo Fiber Sneaker,BFS-002,East,1,2208.89,False,
100115,2026-05-02,Cork Sandal,CRK-004,East,2,1905.37,False,
100116,2026-04-22,Merino Wool Loafer,MWL-001,South,1,2613.32,False,
100117,2026-03-22,Canvas Slip-On,CNV-006,South,1,2606.91,False,
100118,2026-02-26,Hemp Espadrille,HMP-005,East,1,1943.37,False,
100119,2026-06-17,Recycled PET Runner,RPR-003,North,1,1910.47,False,
100120,2026-07-29,Hemp Espadrille,HMP-005,East,1,2455.8,False,
100121,2026-06-27,Merino Wool Loafer,MWL-001,North,1,2203.1,False,
100122,2026-04-06,Bamboo Fiber Sneaker,BFS-002,North,2,1670.13,False,
100123,2026-06-28,Cork Sandal,CRK-004,North,1,1726.59,False,
100124,2026-04-05,Recycled PET Runner,RPR-003,North,1,2336.11,False,
100125,2026-06-14,Hemp Espadrille,HMP-005,South,2,2174.77,False,
100126,2026-04-20,Hemp Espadrille,HMP-005,West,1,2413.45,False,
100127,2026-04-09,Bamboo Fiber Sneaker,BFS-002,South,1,1734.59,False,
100128,2026-02-01,Merino Wool Loafer,MWL-001,South,2,2174.76,False,
100129,2026-04-01,Recycled PET Runner,RPR-003,North,1,2559.43,False,
100130,2026-07-26,Cork Sandal,CRK-004,North,1,2884.87,False,
100131,2026-05-20,Canvas Slip-On,CNV-006,South,1,2315.84,False,
100132,2026-02-19,Recycled PET Runner,RPR-003,South,1,1747.88,False,
100133,2026-05-24,Canvas Slip-On,CNV-006,East,1,2202.05,False,
100134,2026-06-09,Cork Sandal,CRK-004,East,2,2155.64,False,
100135,2026-07-05,Cork Sandal,CRK-004,East,1,1537.8,False,
100136,2026-07-23,Canvas Slip-On,CNV-006,North,1,2363.37,False,
100137,2026-06-13,Bamboo Fiber Sneaker,BFS-002,West,2,2873.11,False,
100138,2026-07-13,Hemp Espadrille,HMP-005,West,2,2952.58,False,
100139,2026-04-24,Cork Sandal,CRK-004,East,1,2785.6,False,
100140,2026-04-15,Canvas Slip-On,CNV-006,West,2,2719.35,False,
100141,2026-04-22,Cork Sandal,CRK-004,North,1,1983.91,False,
100142,2026-07-19,Cork Sandal,CRK-004,North,2,2118.87,False,
100143,2026-07-11,Recycled PET Runner,RPR-003,West,2,2638.99,False,
100144,2026-04-15,Hemp Espadrille,HMP-005,South,2,2820.27,False,
100145,2026-03-13,Merino Wool Loafer,MWL-001,South,1,2325.26,False,
100146,2026-03-02,Merino Wool Loafer,MWL-001,South,2,2919.59,False,
100147,2026-04-16,Bamboo Fiber Sneaker,BFS-002,West,1,2122.24,False,
100148,2026-05-28,Cork Sandal,CRK-004,South,1,2074.38,False,
100149,2026-02-18,Hemp Espadrille,HMP-005,South,1,2658.01,False,
100150,2026-02-01,Recycled PET Runner,RPR-003,East,1,2588.08,False,
100151,2026-03-11,Hemp Espadrille,HMP-005,West,2,2306.87,False,
100152,2026-05-28,Hemp Espadrille,HMP-005,West,1,2803.4,False,
100153,2026-04-01,Bamboo Fiber Sneaker,BFS-002,West,2,1564.47,False,
100154,2026-05-10,Canvas Slip-On,CNV-006,West,1,2241.99,True,Wrong item
100155,2026-02-26,Hemp Espadrille,HMP-005,East,2,1648.57,False,
100156,2026-05-16,Merino Wool Loafer,MWL-001,South,1,1611.24,False,
100157,2026-07-10,Recycled PET Runner,RPR-003,East,2,2473.75,False,
100158,2026-04-23,Canvas Slip-On,CNV-006,West,2,2807.57,True,Size issue
100159,2026-03-31,Bamboo Fiber Sneaker,BFS-002,East,1,2149.96,False,
100160,2026-05-25,Canvas Slip-On,CNV-006,North,1,2540.0,False,
100161,2026-02-15,Merino Wool Loafer,MWL-001,East,1,2036.7,False,
100162,2026-06-25,Bamboo Fiber Sneaker,BFS-002,West,1,1753.98,False,
100163,2026-06-08,Cork Sandal,CRK-004,South,1,1847.28,False,
100164,2026-07-21,Cork Sandal,CRK-004,East,1,2847.36,False,
100165,2026-02-19,Recycled PET Runner,RPR-003,South,2,2916.85,False,
100166,2026-07-27,Recycled PET Runner,RPR-003,West,1,2184.25,False,
100167,2026-02-28,Cork Sandal,CRK-004,West,1,2071.05,False,
100168,2026-02-06,Recycled PET Runner,RPR-003,East,2,1910.72,False,
100169,2026-07-06,Canvas Slip-On,CNV-006,North,2,2748.26,False,
100170,2026-03-29,Bamboo Fiber Sneaker,BFS-002,East,1,2430.34,False,
100171,2026-07-11,Canvas Slip-On,CNV-006,South,1,2854.11,False,
100172,2026-02-09,Recycled PET Runner,RPR-003,West,1,2597.54,False,
100173,2026-05-18,Recycled PET Runner,RPR-003,East,1,1800.19,False,
100174,2026-03-15,Recycled PET Runner,RPR-003,East,1,2870.07,False,
100175,2026-03-02,Recycled PET Runner,RPR-003,East,2,2943.34,False,
100176,2026-06-23,Bamboo Fiber Sneaker,BFS-002,West,1,1634.45,False,
100177,2026-05-28,Recycled PET Runner,RPR-003,North,1,2508.24,False,
100178,2026-07-14,Hemp Espadrille,HMP-005,West,1,1661.52,False,
100179,2026-07-07,Merino Wool Loafer,MWL-001,East,1,2470.48,False,
100180,2026-07-17,Canvas Slip-On,CNV-006,East,2,1674.01,True,Size issue
100181,2026-03-02,Recycled PET Runner,RPR-003,West,1,1851.2,False,
100182,2026-05-06,Cork Sandal,CRK-004,West,2,2380.01,False,
100183,2026-06-06,Cork Sandal,CRK-004,North,2,2907.58,False,
100184,2026-03-28,Canvas Slip-On,CNV-006,East,2,2166.04,False,
100185,2026-07-26,Recycled PET Runner,RPR-003,North,1,2315.7,False,
100186,2026-05-13,Recycled PET Runner,RPR-003,North,1,1783.71,False,
100187,2026-07-20,Cork Sandal,CRK-004,North,1,2461.56,False,
100188,2026-04-27,Merino Wool Loafer,MWL-001,North,1,2982.23,False,
100189,2026-06-22,Bamboo Fiber Sneaker,BFS-002,North,1,2378.57,False,
100190,2026-03-10,Bamboo Fiber Sneaker,BFS-002,East,1,1914.91,False,
100191,2026-03-17,Bamboo Fiber Sneaker,BFS-002,East,1,2490.59,True,Size issue
100192,2026-07-01,Recycled PET Runner,RPR-003,South,1,1522.67,False,
100193,2026-06-15,Bamboo Fiber Sneaker,BFS-002,West,1,2617.5,False,
100194,2026-05-27,Recycled PET Runner,RPR-003,North,1,2917.12,True,Wrong item
100195,2026-07-15,Recycled PET Runner,RPR-003,West,1,1590.24,False,
100196,2026-07-26,Cork Sandal,CRK-004,West,1,2234.4,False,
100197,2026-04-24,Merino Wool Loafer,MWL-001,North,1,1597.52,False,
100198,2026-05-09,Canvas Slip-On,CNV-006,East,1,2179.57,False,
100199,2026-07-18,Merino Wool Loafer,MWL-001,North,1,2144.1,False,
100200,2026-05-18,Cork Sandal,CRK-004,West,1,1967.82,False,
100201,2026-03-12,Recycled PET Runner,RPR-003,East,2,1599.7,False,
100202,2026-02-25,Merino Wool Loafer,MWL-001,West,1,2716.65,False,
100203,2026-07-22,Hemp Espadrille,HMP-005,East,1,2115.21,False,
100204,2026-04-15,Cork Sandal,CRK-004,North,1,2026.47,False,
100205,2026-07-19,Bamboo Fiber Sneaker,BFS-002,South,2,1835.37,False,
100206,2026-03-02,Hemp Espadrille,HMP-005,East,1,2360.15,False,
100207,2026-07-06,Hemp Espadrille,HMP-005,North,1,1542.43,False,
100208,2026-05-01,Recycled PET Runner,RPR-003,East,1,1771.11,False,
100209,2026-02-18,Canvas Slip-On,CNV-006,West,1,2610.45,False,
100210,2026-05-08,Merino Wool Loafer,MWL-001,South,2,2179.47,False,
100211,2026-06-26,Recycled PET Runner,RPR-003,East,1,2824.01,False,
100212,2026-07-23,Hemp Espadrille,HMP-005,North,1,1907.15,False,
100213,2026-05-18,Cork Sandal,CRK-004,West,1,1822.35,False,
100214,2026-03-01,Recycled PET Runner,RPR-003,West,1,2516.33,False,
100215,2026-02-12,Hemp Espadrille,HMP-005,East,1,2091.9,False,
100216,2026-04-19,Merino Wool Loafer,MWL-001,South,1,2650.02,False,
100217,2026-03-03,Recycled PET Runner,RPR-003,East,1,2245.08,False,
100218,2026-06-17,Bamboo Fiber Sneaker,BFS-002,West,1,2249.39,False,
100219,2026-05-13,Recycled PET Runner,RPR-003,North,1,2153.33,False,
100220,2026-06-28,Merino Wool Loafer,MWL-001,East,2,2359.1,False,
100221,2026-03-02,Cork Sandal,CRK-004,East,2,1530.28,False,
100222,2026-07-27,Hemp Espadrille,HMP-005,West,1,1631.19,False,
100223,2026-07-01,Bamboo Fiber Sneaker,BFS-002,West,2,2284.94,False,
100224,2026-03-29,Recycled PET Runner,RPR-003,East,1,2667.68,False,
100225,2026-06-16,Canvas Slip-On,CNV-006,North,1,2857.88,False,
100226,2026-04-02,Canvas Slip-On,CNV-006,South,1,1718.67,False,
100227,2026-07-18,Hemp Espadrille,HMP-005,South,1,1764.72,False,
100228,2026-06-25,Cork Sandal,CRK-004,West,2,2520.7,False,
100229,2026-07-11,Canvas Slip-On,CNV-006,East,1,1725.44,False,
100230,2026-04-12,Cork Sandal,CRK-004,East,1,2026.91,False,
100231,2026-02-10,Cork Sandal,CRK-004,West,1,2052.11,False,
100232,2026-07-08,Canvas Slip-On,CNV-006,North,2,2193.07,False,
100233,2026-05-27,Canvas Slip-On,CNV-006,North,1,1981.29,False,
100234,2026-05-27,Bamboo Fiber Sneaker,BFS-002,North,1,2715.45,False,
100235,2026-06-10,Canvas Slip-On,CNV-006,North,1,1557.71,False,
100236,2026-05-05,Cork Sandal,CRK-004,South,1,2875.91,False,
100237,2026-07-12,Recycled PET Runner,RPR-003,North,1,1597.87,False,
100238,2026-04-14,Canvas Slip-On,CNV-006,West,1,2584.6,False,
100239,2026-04-27,Hemp Espadrille,HMP-005,South,1,2373.11,False,
100240,2026-07-18,Recycled PET Runner,RPR-003,East,2,1692.43,False,
100241,2026-06-24,Merino Wool Loafer,MWL-001,East,2,2464.24,False,
100242,2026-07-16,Bamboo Fiber Sneaker,BFS-002,North,2,2261.73,True,Quality issue
100243,2026-04-29,Bamboo Fiber Sneaker,BFS-002,South,2,1787.01,False,
100244,2026-04-17,Bamboo Fiber Sneaker,BFS-002,North,1,2260.53,False,
100245,2026-07-20,Canvas Slip-On,CNV-006,North,1,2813.59,False,
100246,2026-03-12,Hemp Espadrille,HMP-005,West,1,1770.27,False,
100247,2026-05-24,Hemp Espadrille,HMP-005,South,1,2115.29,False,
100248,2026-07-07,Bamboo Fiber Sneaker,BFS-002,West,1,2627.59,False,
100249,2026-04-21,Bamboo Fiber Sneaker,BFS-002,South,2,2854.96,False,
100250,2026-05-30,Canvas Slip-On,CNV-006,West,1,2666.19,False,
100251,2026-03-24,Cork Sandal,CRK-004,South,1,2808.5,True,Late delivery
100252,2026-06-13,Recycled PET Runner,RPR-003,North,1,1926.59,False,
100253,2026-06-12,Recycled PET Runner,RPR-003,West,1,2745.57,False,
100254,2026-05-01,Bamboo Fiber Sneaker,BFS-002,West,1,2121.35,False,
100255,2026-05-10,Recycled PET Runner,RPR-003,South,1,2061.37,True,Size issue
100256,2026-03-10,Canvas Slip-On,CNV-006,East,1,1556.45,False,
100257,2026-07-31,Cork Sandal,CRK-004,South,2,2171.9,True,Size issue
100258,2026-03-28,Merino Wool Loafer,MWL-001,East,1,2322.21,False,
100259,2026-03-01,Hemp Espadrille,HMP-005,West,1,1855.46,False,
100260,2026-07-14,Bamboo Fiber Sneaker,BFS-002,West,2,1593.21,False,
100261,2026-07-12,Cork Sandal,CRK-004,North,1,2576.82,False,
100262,2026-04-03,Merino Wool Loafer,MWL-001,East,2,1779.97,False,
100263,2026-02-18,Hemp Espadrille,HMP-005,East,1,2084.68,False,
100264,2026-05-07,Canvas Slip-On,CNV-006,West,1,2619.97,False,
100265,2026-04-03,Merino Wool Loafer,MWL-001,East,1,2656.25,False,
100266,2026-02-12,Recycled PET Runner,RPR-003,South,1,2318.02,False,
100267,2026-07-29,Bamboo Fiber Sneaker,BFS-002,West,2,2446.6,False,
100268,2026-02-10,Merino Wool Loafer,MWL-001,West,1,1801.39,False,
100269,2026-04-21,Merino Wool Loafer,MWL-001,East,2,2982.68,False,
100270,2026-07-16,Recycled PET Runner,RPR-003,North,1,1928.17,False,
100271,2026-04-11,Merino Wool Loafer,MWL-001,East,1,2698.01,False,
100272,2026-05-10,Cork Sandal,CRK-004,West,1,2959.59,False,
100273,2026-06-13,Cork Sandal,CRK-004,East,1,2700.72,False,
100274,2026-07-05,Merino Wool Loafer,MWL-001,West,1,2317.21,True,Size issue
100275,2026-04-20,Canvas Slip-On,CNV-006,East,2,2402.93,False,
100276,2026-05-01,Canvas Slip-On,CNV-006,West,2,1562.53,False,
100277,2026-04-12,Recycled PET Runner,RPR-003,West,1,1611.56,False,
100278,2026-02-08,Recycled PET Runner,RPR-003,South,1,2772.0,False,
100279,2026-03-05,Cork Sandal,CRK-004,North,1,1852.99,False,
100280,2026-06-26,Recycled PET Runner,RPR-003,West,1,2406.64,False,
100281,2026-05-25,Recycled PET Runner,RPR-003,East,1,2359.88,False,
100282,2026-07-17,Cork Sandal,CRK-004,East,1,1873.42,False,
100283,2026-06-08,Canvas Slip-On,CNV-006,South,2,2869.31,False,
100284,2026-03-27,Recycled PET Runner,RPR-003,West,1,2539.97,False,
100285,2026-03-07,Bamboo Fiber Sneaker,BFS-002,North,1,2177.06,False,
100286,2026-07-25,Cork Sandal,CRK-004,North,1,2500.76,False,
100287,2026-04-18,Hemp Espadrille,HMP-005,East,1,2566.71,False,
100288,2026-05-04,Canvas Slip-On,CNV-006,South,1,1681.04,False,
100289,2026-06-07,Bamboo Fiber Sneaker,BFS-002,South,1,2040.34,False,
100290,2026-07-07,Cork Sandal,CRK-004,South,1,1597.62,False,
100291,2026-06-15,Canvas Slip-On,CNV-006,West,2,2652.75,False,
100292,2026-04-23,Merino Wool Loafer,MWL-001,South,1,2173.96,False,
100293,2026-06-22,Recycled PET Runner,RPR-003,South,1,2650.67,False,
100294,2026-03-04,Hemp Espadrille,HMP-005,North,1,1955.19,False,
100295,2026-04-30,Canvas Slip-On,CNV-006,South,1,2767.9,False,
100296,2026-03-05,Canvas Slip-On,CNV-006,East,1,2420.64,False,
100297,2026-07-02,Canvas Slip-On,CNV-006,South,1,1755.8,False,
100298,2026-06-25,Hemp Espadrille,HMP-005,East,1,2736.85,True,Size issue
100299,2026-07-17,Canvas Slip-On,CNV-006,East,1,2649.44,False,
100300,2026-06-08,Canvas Slip-On,CNV-006,North,1,2461.86,False,
100301,2026-04-18,Bamboo Fiber Sneaker,BFS-002,West,2,1608.46,True,Late delivery
100302,2026-05-30,Cork Sandal,CRK-004,West,1,2009.29,False,
100303,2026-04-30,Canvas Slip-On,CNV-006,East,2,1695.15,False,
100304,2026-04-23,Hemp Espadrille,HMP-005,North,1,2198.71,False,
100305,2026-02-25,Bamboo Fiber Sneaker,BFS-002,South,1,1934.32,False,
100306,2026-04-05,Hemp Espadrille,HMP-005,West,1,2719.22,False,
100307,2026-03-21,Canvas Slip-On,CNV-006,East,1,2246.4,False,
100308,2026-06-08,Cork Sandal,CRK-004,East,1,1634.07,False,
100309,2026-03-28,Cork Sandal,CRK-004,South,1,1571.99,False,
100310,2026-04-15,Hemp Espadrille,HMP-005,West,1,2769.76,False,
100311,2026-05-15,Recycled PET Runner,RPR-003,East,1,1566.86,True,Wrong item
100312,2026-06-22,Bamboo Fiber Sneaker,BFS-002,East,1,1609.3,False,
100313,2026-07-10,Hemp Espadrille,HMP-005,East,1,1692.0,False,
100314,2026-06-23,Recycled PET Runner,RPR-003,East,1,2631.45,False,
100315,2026-06-09,Hemp Espadrille,HMP-005,West,1,1566.96,False,
100316,2026-06-13,Recycled PET Runner,RPR-003,West,2,1722.41,False,
100317,2026-07-07,Bamboo Fiber Sneaker,BFS-002,East,1,1742.75,False,
100318,2026-07-02,Canvas Slip-On,CNV-006,East,1,2259.97,False,
100319,2026-06-02,Cork Sandal,CRK-004,East,1,2051.54,False,
100320,2026-07-27,Cork Sandal,CRK-004,East,1,2394.36,False,
100321,2026-02-14,Canvas Slip-On,CNV-006,South,2,1754.77,False,
100322,2026-03-10,Hemp Espadrille,HMP-005,West,1,1546.36,False,
100323,2026-02-05,Merino Wool Loafer,MWL-001,South,2,1969.54,False,
100324,2026-05-17,Canvas Slip-On,CNV-006,South,2,2808.23,False,
100325,2026-06-13,Merino Wool Loafer,MWL-001,South,1,2340.33,False,
100326,2026-04-22,Cork Sandal,CRK-004,West,1,2188.5,False,
100327,2026-07-24,Hemp Espadrille,HMP-005,East,1,2414.11,False,
100328,2026-06-23,Bamboo Fiber Sneaker,BFS-002,East,1,1836.3,False,
100329,2026-07-31,Recycled PET Runner,RPR-003,East,1,2534.36,False,
100330,2026-06-24,Cork Sandal,CRK-004,East,1,1930.68,False,
100331,2026-05-13,Hemp Espadrille,HMP-005,West,1,2930.91,False,
100332,2026-04-15,Recycled PET Runner,RPR-003,North,1,2018.55,False,
100333,2026-03-27,Recycled PET Runner,RPR-003,West,1,2740.93,False,
100334,2026-03-08,Hemp Espadrille,HMP-005,East,1,2422.52,False,
100335,2026-07-22,Bamboo Fiber Sneaker,BFS-002,North,1,2455.92,True,Late delivery
100336,2026-02-26,Recycled PET Runner,RPR-003,West,1,1506.77,False,
100337,2026-07-18,Bamboo Fiber Sneaker,BFS-002,West,2,2215.17,False,
100338,2026-04-15,Recycled PET Runner,RPR-003,East,1,2860.91,False,
100339,2026-06-17,Hemp Espadrille,HMP-005,South,1,2868.84,False,
100340,2026-05-13,Bamboo Fiber Sneaker,BFS-002,North,2,1778.47,False,
100341,2026-02-03,Recycled PET Runner,RPR-003,North,1,2350.94,False,
100342,2026-05-28,Recycled PET Runner,RPR-003,East,2,2832.89,False,
100343,2026-04-11,Hemp Espadrille,HMP-005,West,1,2712.22,False,
100344,2026-07-16,Canvas Slip-On,CNV-006,West,1,2576.9,True,Quality issue
100345,2026-03-17,Recycled PET Runner,RPR-003,South,2,2739.48,False,
100346,2026-07-22,Merino Wool Loafer,MWL-001,West,1,1776.17,True,Size issue
100347,2026-04-08,Bamboo Fiber Sneaker,BFS-002,North,2,1852.28,False,
100348,2026-06-30,Recycled PET Runner,RPR-003,East,1,1891.33,False,
100349,2026-07-21,Bamboo Fiber Sneaker,BFS-002,North,1,2197.09,False,
100350,2026-07-27,Canvas Slip-On,CNV-006,East,1,2457.07,False,
100351,2026-03-29,Recycled PET Runner,RPR-003,South,1,2216.27,False,
100352,2026-05-18,Hemp Espadrille,HMP-005,East,2,2635.03,False,
100353,2026-07-25,Bamboo Fiber Sneaker,BFS-002,South,1,2287.26,False,
100354,2026-06-25,Recycled PET Runner,RPR-003,North,1,1591.64,False,
100355,2026-06-27,Hemp Espadrille,HMP-005,South,1,1745.81,False,
100356,2026-07-25,Cork Sandal,CRK-004,North,1,2574.38,False,
100357,2026-02-15,Hemp Espadrille,HMP-005,West,2,1696.92,False,
100358,2026-06-24,Hemp Espadrille,HMP-005,North,2,2508.15,False,
